,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
2816,24,105000,RENT,5.0,HOMEIMPROVEMENT,C,4800,11.12,False,True,2
2817,22,41000,MORTGAGE,2.0,EDUCATION,B,3000,12.18,False,False,4
2818,23,41000,MORTGAGE,0.0,VENTURE,B,4500,10.95,False,False,4
2819,24,40000,RENT,0.0,EDUCATION,A,4850,6.62,False,False,2
2820,24,54000,RENT,0.0,HOMEIMPROVEMENT,A,4850,8.49,False,False,2
2821,23,41000,MORTGAGE,4.0,MEDICAL,B,7500,10.71,False,False,2
2822,25,21600,RENT,0.0,EDUCATION,C,4900,13.72,False,True,2
2823,25,41004,OWN,1.0,PERSONAL,B,12000,11.12,False,False,2
2824,23,95000,RENT,4.0,PERSONAL,B,10000,10.99,False,False,4
2825,26,41004,MORTGAGE,5.0,VENTURE,B,16000,10.95,False,False,3
2826,25,83000,RENT,0.0,EDUCATION,C,10000,13.22,True,False,3
2827,21,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5700,12.99,False,False,4
2828,24,41100,OWN,2.0,VENTURE,B,9200,12.42,False,False,2
2829,24,97850,RENT,5.0,HOMEIMPROVEMENT,A,10000,7.51,False,False,4
2830,26,99000,RENT,5.0,PERSONAL,A,10000,7.29,False,False,2
2831,25,99275,RENT,1.0,PERSONAL,C,10000,14.65,False,True,3
2832,22,99996,RENT,1.0,EDUCATION,A,10000,9.32,False,False,4
2833,22,100000,RENT,3.0,EDUCATION,B,10000,10.65,False,False,3
2834,24,100000,RENT,5.0,PERSONAL,A,10000,7.51,False,False,3
2835,25,100000,RENT,3.0,VENTURE,A,10000,6.62,False,False,4
2836,24,100000,RENT,4.0,HOMEIMPROVEMENT,E,10000,16.4,False,True,2
2837,23,100000,RENT,0.0,PERSONAL,B,10000,11.46,False,False,2
2838,23,41496,OWN,4.0,VENTURE,E,7200,11.12,False,False,2
2839,26,102000,RENT,5.0,MEDICAL,A,10000,8.59,False,False,2
2840,25,107000,RENT,0.0,VENTURE,A,10000,8.38,False,False,3
2841,26,96000,RENT,2.0,EDUCATION,D,10000,15.28,True,True,2
2842,23,98000,RENT,0.0,EDUCATION,E,10000,16.4,True,False,2
2843,22,41600,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6800,10.59,False,False,3
2844,26,113000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.72,False,True,3
2845,24,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,False,False,2
2846,22,41600,MORTGAGE,2.0,EDUCATION,D,3000,15.05,False,False,3
2847,22,41604,OWN,1.0,PERSONAL,B,14400,11.12,False,False,4
2848,25,41664,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,5.99,False,False,2
2849,25,115000,RENT,6.0,MEDICAL,A,10000,7.29,False,False,4
2850,25,41718,OWN,3.0,VENTURE,A,5000,7.51,False,False,2
2851,25,115000,RENT,3.0,MEDICAL,B,10000,10.37,False,False,2
2852,25,116000,RENT,5.0,DEBTCONSOLIDATION,C,10000,14.26,False,True,4
2853,22,41800,MORTGAGE,3.0,VENTURE,A,3100,6.76,False,False,4
2854,21,120000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.71,False,False,3
2855,24,120000,RENT,3.0,MEDICAL,A,10000,7.88,False,False,2
2856,24,120000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.61,False,True,4
2857,25,120000,RENT,3.0,DEBTCONSOLIDATION,A,10000,9.32,False,False,2
2858,23,120000,RENT,0.0,DEBTCONSOLIDATION,C,10000,11.66,False,False,2
2859,24,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,19200,7.9,False,False,2
2860,26,122500,RENT,1.0,MEDICAL,B,10000,10.65,False,False,3
2861,23,124000,RENT,2.0,PERSONAL,C,10000,14.27,False,False,3
2862,22,42000,MORTGAGE,1.0,PERSONAL,C,10500,14.65,False,False,2
2863,26,125000,RENT,6.0,VENTURE,A,10000,7.49,False,False,2
2864,21,36000,MORTGAGE,2.0,MEDICAL,C,5000,14.27,True,True,2
2865,23,42000,MORTGAGE,0.0,PERSONAL,D,6000,16.77,False,False,3
2866,25,42000,MORTGAGE,1.0,VENTURE,A,13975,8.9,False,False,4
2867,25,132000,RENT,4.0,HOMEIMPROVEMENT,C,10000,12.84,False,True,3
2868,22,140000,RENT,0.0,EDUCATION,B,10000,9.99,False,False,2
2869,24,140000,RENT,0.0,HOMEIMPROVEMENT,B,10000,11.14,False,False,2
2870,24,42000,MORTGAGE,5.0,EDUCATION,A,4900,6.03,False,False,4
2871,26,145000,RENT,1.0,HOMEIMPROVEMENT,B,10000,10.99,False,False,3
2872,24,42000,MORTGAGE,3.0,EDUCATION,A,8675,7.51,False,False,4
2873,23,157500,RENT,1.0,EDUCATION,B,10000,12.69,False,False,2
2874,25,42000,OWN,6.0,EDUCATION,A,18000,11.12,False,False,2
2875,22,160000,RENT,0.0,VENTURE,A,10000,8.94,False,False,3
2876,24,165000,RENT,2.0,PERSONAL,B,10000,9.2,False,False,3
2877,25,175000,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.05,False,True,4
2878,24,238000,RENT,2.0,VENTURE,D,10000,13.67,True,False,2
2879,24,24148,RENT,1.0,EDUCATION,B,9975,11.48,True,False,4
2880,24,46000,RENT,2.0,VENTURE,C,9975,13.11,False,True,3
2881,23,65000,RENT,0.0,VENTURE,A,9975,7.51,False,False,2
2882,22,72000,RENT,0.0,VENTURE,B,9975,10.99,False,False,3
2883,25,26880,RENT,1.0,VENTURE,C,4900,14.26,False,True,4
2884,26,28000,RENT,5.0,VENTURE,A,9800,7.29,True,False,4
2885,25,36000,RENT,3.0,EDUCATION,B,9800,10.36,False,False,4
2886,24,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.99,False,False,3
2887,26,36000,MORTGAGE,3.0,EDUCATION,B,11000,10.59,True,False,4
2888,24,53500,RENT,0.0,HOMEIMPROVEMENT,A,9800,6.17,False,False,4
2889,23,60000,RENT,4.0,EDUCATION,C,9800,13.49,False,False,2
2890,25,60000,RENT,4.0,PERSONAL,A,9800,11.12,False,False,3
2891,22,42000,OWN,3.0,VENTURE,A,7000,11.12,False,False,3
2892,26,93000,RENT,7.0,HOMEIMPROVEMENT,B,9800,10.25,False,False,4
2893,25,42000,MORTGAGE,2.0,EDUCATION,C,7200,14.79,False,True,2
2894,26,107000,RENT,2.0,MEDICAL,A,9800,8.9,False,False,3
2895,23,36504,RENT,0.0,EDUCATION,C,4900,12.68,False,False,2
2896,25,32400,RENT,2.0,MEDICAL,B,4900,11.49,True,False,2
2897,23,42000,RENT,2.0,EDUCATION,C,4900,14.72,False,True,4
2898,26,36000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4500,10.59,True,False,2
2899,23,50000,RENT,0.0,EDUCATION,A,4900,8.49,False,False,3
2900,24,51630,RENT,0.0,MEDICAL,B,4900,9.99,False,False,3
2901,23,54096,RENT,2.0,PERSONAL,B,4900,11.12,False,False,2
2902,24,74000,RENT,1.0,PERSONAL,C,4900,12.87,False,False,3
2903,23,107000,RENT,2.0,DEBTCONSOLIDATION,A,4900,8.94,False,False,2
2904,22,15000,RENT,3.0,PERSONAL,A,4950,8.9,True,False,4
2905,24,42000,MORTGAGE,2.0,PERSONAL,A,10000,7.49,False,False,4
2906,24,36000,MORTGAGE,5.0,MEDICAL,C,4000,15.23,True,True,3
2907,22,34000,RENT,3.0,DEBTCONSOLIDATION,A,4975,7.51,True,False,2
2908,24,75000,RENT,0.0,DEBTCONSOLIDATION,A,4975,6.76,False,False,4
2909,22,95000,RENT,0.0,MEDICAL,A,4975,6.17,False,False,3
2910,23,42000,OWN,0.0,PERSONAL,A,6000,5.42,False,False,2
2911,22,27996,RENT,1.0,VENTURE,E,5000,17.51,True,False,4
2912,24,42000,MORTGAGE,4.0,VENTURE,B,1200,11.49,False,False,3
2913,23,28000,RENT,4.0,DEBTCONSOLIDATION,C,5000,13.72,True,False,4
2914,23,28000,RENT,0.0,MEDICAL,C,5000,11.78,False,False,4
2915,24,28000,RENT,0.0,MEDICAL,A,5000,7.68,False,False,3
2916,25,28800,RENT,0.0,EDUCATION,A,5000,8.9,False,False,2
2917,23,28800,RENT,0.0,EDUCATION,B,5000,11.49,False,False,2
2918,23,28800,RENT,2.0,VENTURE,C,5000,13.11,False,False,3
2919,23,29100,RENT,3.0,EDUCATION,D,5000,14.84,False,False,2
2920,24,29120,RENT,0.0,EDUCATION,B,5000,10.99,False,False,4
2921,23,29730,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.66,False,False,4
2922,21,42000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,2500,7.29,False,False,4
2923,26,30000,RENT,2.0,EDUCATION,B,5000,12.42,True,False,2
2924,26,30000,RENT,4.0,PERSONAL,C,5000,11.12,False,True,2
2925,22,30000,RENT,2.0,EDUCATION,C,5000,11.12,False,True,2
2926,22,42000,OWN,2.0,VENTURE,A,9000,7.66,False,False,2
2927,22,30000,RENT,0.0,HOMEIMPROVEMENT,B,5000,8.88,True,False,3
2928,23,30000,RENT,0.0,EDUCATION,C,5000,11.12,False,False,3
2929,25,30000,RENT,4.0,EDUCATION,B,5000,11.86,False,False,2
2930,22,30000,RENT,0.0,EDUCATION,B,5000,11.49,False,False,2
2931,23,30000,RENT,0.0,PERSONAL,B,5000,11.86,False,False,2
2932,21,30000,RENT,0.0,VENTURE,A,5000,8.59,False,False,2
2933,21,30000,RENT,2.0,PERSONAL,D,5000,14.96,True,False,2
2934,24,30000,RENT,0.0,EDUCATION,B,5000,11.14,False,False,2
2935,21,36000,MORTGAGE,0.0,EDUCATION,A,14000,6.54,True,False,4
2936,26,30000,RENT,7.0,DEBTCONSOLIDATION,D,5000,14.42,True,False,4
2937,23,30000,RENT,0.0,PERSONAL,C,5000,11.59,False,True,4
2938,22,30000,RENT,0.0,EDUCATION,B,5000,10.33,False,False,3
2939,23,30159,RENT,0.0,EDUCATION,B,5000,11.12,False,False,2
2940,25,42000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,False,False,2
2941,22,42000,OWN,0.0,EDUCATION,C,12000,11.12,False,False,4
2942,22,30900,RENT,3.0,VENTURE,B,5000,10.0,False,False,2
2943,23,42000,MORTGAGE,2.0,VENTURE,A,1500,6.17,False,False,3
2944,26,31000,RENT,4.0,EDUCATION,D,5000,14.96,False,True,3
2945,22,31000,RENT,2.0,MEDICAL,B,5000,10.62,False,False,4
2946,25,31000,RENT,0.0,PERSONAL,A,5000,8.94,False,False,2
2947,22,31404,RENT,0.0,PERSONAL,A,5000,7.51,False,False,3
2948,23,31920,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,False,False,3
2949,23,42000,MORTGAGE,3.0,EDUCATION,A,11000,6.54,False,False,3
2950,23,32000,RENT,4.0,HOMEIMPROVEMENT,B,5000,12.69,True,False,4
2951,26,32000,RENT,3.0,VENTURE,A,5000,6.03,False,False,2
2952,22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,7000,14.84,True,False,3
2953,23,32000,RENT,3.0,DEBTCONSOLIDATION,C,5000,14.79,False,False,2
2954,26,32000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,False,False,2
2955,24,32000,RENT,1.0,MEDICAL,A,5000,11.12,False,False,3
2956,24,32004,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.23,False,False,2
2957,25,32004,RENT,5.0,DEBTCONSOLIDATION,C,5000,14.35,False,False,3
2958,23,32400,RENT,0.0,MEDICAL,B,5000,11.12,False,False,2
2959,22,32760,RENT,3.0,PERSONAL,C,5000,13.48,False,True,3
2960,22,32968,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.61,True,False,3
2961,26,33000,RENT,2.0,MEDICAL,B,5000,12.69,False,False,4
2962,26,36000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.49,True,False,2
2963,23,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,7.88,False,False,2
2964,22,33000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.25,False,False,4
2965,23,33017,RENT,1.0,PERSONAL,B,5000,11.12,False,False,4
2966,23,33600,RENT,3.0,VENTURE,C,5000,13.49,False,True,4
2967,21,33996,RENT,0.0,PERSONAL,B,5000,12.18,False,False,3
2968,25,33996,RENT,0.0,VENTURE,A,5000,9.38,False,False,3
2969,24,42000,MORTGAGE,3.0,MEDICAL,A,8500,7.51,False,False,4
2970,25,34000,RENT,6.0,VENTURE,A,5000,11.12,False,False,2
2971,23,34000,RENT,4.0,VENTURE,A,5000,7.88,False,False,4
2972,22,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.0,False,False,4
2973,22,34500,RENT,1.0,VENTURE,C,5000,11.12,False,False,4
2974,23,34800,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.99,True,False,2
2975,24,34900,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.49,False,False,3
2976,22,34992,RENT,1.0,PERSONAL,B,5000,11.12,False,False,3
2977,24,35000,RENT,4.0,MEDICAL,B,5000,11.71,False,False,3
2978,25,35000,RENT,0.0,MEDICAL,B,5000,11.71,False,False,2
2979,22,35000,RENT,2.0,MEDICAL,B,5000,11.71,False,False,2
2980,26,29000,RENT,6.0,MEDICAL,C,5000,12.99,True,True,2
2981,25,36000,MORTGAGE,6.0,MEDICAL,D,10000,11.12,True,False,2
2982,23,42000,MORTGAGE,2.0,EDUCATION,B,5200,10.25,False,False,4
2983,23,35000,RENT,3.0,MEDICAL,B,5000,11.12,False,False,2
2984,25,35000,RENT,3.0,MEDICAL,B,5000,10.36,False,False,3
2985,22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,False,False,3
2986,25,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,8.59,False,False,3
2987,25,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13750,13.22,True,False,4
2988,26,42000,MORTGAGE,0.0,VENTURE,B,4500,11.48,False,False,3
2989,25,29000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.7,True,True,3
2990,23,29000,RENT,1.0,MEDICAL,F,5000,11.12,True,True,3
2991,24,29004,RENT,4.0,EDUCATION,A,5000,6.92,True,False,3
2992,23,35004,RENT,4.0,MEDICAL,C,5000,14.72,False,True,3
2993,25,42000,MORTGAGE,2.0,PERSONAL,A,6000,8.94,False,False,2
2994,24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,False,False,2
2995,25,35004,RENT,3.0,PERSONAL,A,5000,8.94,False,False,2
2996,23,35520,RENT,3.0,EDUCATION,C,5000,13.57,False,False,3
2997,26,35880,RENT,2.0,VENTURE,A,5000,7.68,False,False,4
2998,22,30000,RENT,3.0,MEDICAL,D,5000,18.25,True,False,2
2999,23,36000,RENT,1.0,EDUCATION,C,5000,14.79,False,False,2
3000,26,36000,RENT,4.0,VENTURE,B,5000,10.37,False,False,4
3001,23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,False,False,3
3002,22,30000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.54,True,False,4
3003,23,36000,RENT,0.0,EDUCATION,B,5000,11.12,False,False,3
3004,26,42000,MORTGAGE,4.0,MEDICAL,B,15000,11.26,False,False,4
3005,24,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,True,True,4
3006,23,36000,RENT,1.0,MEDICAL,C,5000,13.22,False,False,4
3007,23,36100,RENT,2.0,EDUCATION,A,5000,7.49,False,False,4
3008,22,42000,MORTGAGE,1.0,EDUCATION,A,13000,11.12,False,False,4
3009,26,36225,RENT,2.0,VENTURE,C,5000,12.84,False,False,4
3010,26,36400,RENT,3.0,MEDICAL,A,5000,8.9,False,False,4
3011,25,36480,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.54,False,False,2
3012,22,36996,RENT,3.0,VENTURE,B,5000,9.99,False,False,3
3013,23,42000,MORTGAGE,3.0,EDUCATION,C,5400,11.78,False,False,4
3014,24,42000,OWN,1.0,VENTURE,B,7500,10.51,False,False,3
3015,22,36996,RENT,0.0,MEDICAL,A,5000,5.42,False,False,2
3016,24,42000,MORTGAGE,2.0,PERSONAL,C,2000,11.28,False,False,2
3017,23,42000,OWN,1.0,PERSONAL,B,5400,11.12,False,False,2
3018,22,38000,RENT,0.0,EDUCATION,A,5000,7.29,False,False,3
3019,21,38000,RENT,0.0,EDUCATION,C,5000,11.12,False,True,4
3020,23,42179,MORTGAGE,1.0,EDUCATION,A,10000,5.42,False,False,4
3021,23,38000,RENT,0.0,MEDICAL,B,5000,11.58,False,False,3
3022,25,32000,RENT,1.0,EDUCATION,D,5000,15.37,True,True,3
3023,23,32000,RENT,2.0,VENTURE,E,5000,13.93,True,False,4
3024,23,42240,MORTGAGE,3.0,EDUCATION,C,5500,12.73,False,False,3
3025,24,42252,MORTGAGE,3.0,PERSONAL,C,8000,12.84,False,False,2
3026,26,32352,RENT,0.0,VENTURE,D,5000,14.84,True,False,4
3027,24,38400,RENT,3.0,MEDICAL,B,5000,10.99,False,False,2
3028,24,38400,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,False,False,3
3029,24,33000,RENT,1.0,MEDICAL,F,5000,21.36,True,False,2
3030,24,42500,MORTGAGE,5.0,PERSONAL,A,4800,7.51,False,False,2
3031,23,42500,MORTGAGE,2.0,EDUCATION,B,12600,11.12,False,False,4
3032,26,39516,RENT,0.0,MEDICAL,A,5000,7.74,False,False,3
3033,25,39996,RENT,3.0,MEDICAL,A,5000,6.92,False,False,3
3034,25,39996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,False,False,2
3035,23,33996,RENT,0.0,PERSONAL,D,5000,14.84,True,True,2
3036,24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,True,False,2
3037,25,39996,RENT,0.0,VENTURE,C,5000,12.87,False,True,2
3038,25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,False,False,4
3039,24,33996,RENT,2.0,VENTURE,D,5000,12.92,True,False,4
3040,21,42500,OTHER,0.0,EDUCATION,D,7000,14.61,False,True,2
3041,23,40000,RENT,0.0,EDUCATION,B,5000,12.42,False,False,4
3042,24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,False,False,3
3043,24,34000,RENT,2.0,EDUCATION,C,5000,12.23,True,False,2
3044,23,40000,RENT,2.0,MEDICAL,C,5000,11.12,False,False,3
3045,25,40000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,False,False,4
3046,26,40000,RENT,0.0,PERSONAL,C,5000,13.11,False,True,3
3047,21,34000,RENT,2.0,PERSONAL,D,5000,14.59,True,False,4
3048,26,40000,RENT,1.0,MEDICAL,C,5000,14.26,False,True,2
3049,26,40000,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,False,False,3
3050,25,42996,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.17,False,False,4
3051,22,34500,RENT,2.0,MEDICAL,D,5000,16.89,True,False,3
3052,23,42996,MORTGAGE,2.0,VENTURE,D,8500,11.12,False,True,4
3053,25,34800,RENT,2.0,PERSONAL,D,5000,16.02,True,True,3
3054,22,34800,RENT,0.0,MEDICAL,D,5000,15.21,True,True,2
3055,25,42996,OWN,1.0,VENTURE,D,7200,14.11,False,False,4
3056,23,41000,RENT,2.0,EDUCATION,A,5000,7.51,False,False,2
3057,25,35280,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,True,False,3
3058,22,42000,RENT,0.0,EDUCATION,A,5000,8.9,False,False,4
3059,26,42000,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.29,False,False,4
3060,22,36000,RENT,1.0,EDUCATION,C,5000,12.68,True,False,4
3061,22,43000,MORTGAGE,3.0,VENTURE,A,2600,11.12,False,False,4
3062,22,43000,OWN,2.0,VENTURE,B,22800,12.69,False,False,2
3063,26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,False,False,2
3064,25,42000,RENT,3.0,MEDICAL,A,5000,7.51,False,False,3
3065,24,36000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,True,False,2
3066,22,42000,RENT,2.0,MEDICAL,C,5000,12.87,False,False,4
3067,24,43000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,13.49,False,True,4
3068,23,36000,RENT,0.0,VENTURE,C,5000,13.22,True,False,4
3069,26,42000,RENT,2.0,VENTURE,C,5000,11.91,False,True,4
3070,23,43000,MORTGAGE,3.0,VENTURE,D,3600,15.62,False,False,3
3071,24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,True,True,3
3072,25,42288,RENT,2.0,EDUCATION,B,5000,10.99,False,False,2
3073,22,42500,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.42,False,False,4
3074,22,42500,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.98,False,True,4
3075,24,42996,RENT,5.0,MEDICAL,A,5000,7.14,False,False,4
3076,25,42996,RENT,6.0,DEBTCONSOLIDATION,B,5000,10.38,False,False,2
3077,22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,False,False,3
3078,25,43000,RENT,6.0,PERSONAL,A,5000,7.51,False,False,3
3079,24,37000,RENT,3.0,MEDICAL,E,5000,16.45,True,False,3
3080,24,43000,MORTGAGE,1.0,MEDICAL,A,7000,6.92,False,False,3
3081,24,43200,RENT,3.0,EDUCATION,C,5000,14.17,False,True,4
3082,26,43680,RENT,5.0,MEDICAL,B,5000,10.65,False,False,4
3083,22,37900,RENT,2.0,MEDICAL,B,5000,12.18,True,False,2
3084,22,43000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.88,False,False,4
3085,26,44000,RENT,4.0,MEDICAL,A,5000,8.9,False,False,3
3086,22,44004,RENT,2.0,EDUCATION,A,5000,8.9,False,False,3
3087,24,38500,RENT,0.0,MEDICAL,D,5000,14.84,True,False,2
3088,22,43000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,False,False,2
3089,22,45000,RENT,3.0,VENTURE,B,5000,12.42,False,False,2
3090,22,43000,MORTGAGE,3.0,EDUCATION,A,2000,11.12,False,False,3
3091,22,45000,RENT,3.0,MEDICAL,B,5000,9.91,False,False,3
3092,25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,False,False,3
3093,25,45000,RENT,2.0,MEDICAL,C,5000,11.12,False,False,4
3094,25,43000,OWN,5.0,VENTURE,A,8000,7.14,False,False,4
3095,24,43000,MORTGAGE,3.0,PERSONAL,A,11500,7.88,False,False,2
3096,24,39000,RENT,1.0,DEBTCONSOLIDATION,E,5000,16.77,True,True,3
3097,25,45000,RENT,0.0,PERSONAL,B,5000,10.74,False,False,4
3098,22,45000,RENT,3.0,PERSONAL,B,5000,11.11,False,False,3
3099,23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,False,False,2
3100,22,39000,RENT,2.0,MEDICAL,C,5000,12.23,True,True,3
3101,24,45000,RENT,0.0,MEDICAL,A,5000,7.88,False,False,3
3102,23,45000,RENT,3.0,DEBTCONSOLIDATION,A,5000,9.32,False,False,4
3103,23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,True,True,4
3104,24,45000,RENT,0.0,MEDICAL,C,5000,13.79,False,True,2
3105,25,45000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.89,False,False,3
3106,23,45000,RENT,0.0,EDUCATION,A,5000,7.75,False,False,3
3107,25,45600,RENT,6.0,DEBTCONSOLIDATION,C,5000,11.12,False,False,2
3108,23,39600,RENT,4.0,MEDICAL,D,5000,14.84,True,True,2
3109,23,45600,RENT,4.0,VENTURE,C,5000,14.22,False,False,4
3110,24,39996,RENT,0.0,VENTURE,D,5000,14.11,True,True,3
3111,26,40000,RENT,0.0,PERSONAL,D,5000,15.99,True,True,2
3112,23,43000,MORTGAGE,1.0,PERSONAL,A,9000,9.63,False,False,2
3113,24,37000,MORTGAGE,0.0,MEDICAL,C,8500,12.53,True,True,2
3114,22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,False,True,4
3115,21,46800,RENT,2.0,PERSONAL,A,5000,9.32,False,False,3
3116,21,43008,MORTGAGE,0.0,VENTURE,D,11200,15.31,False,False,3
3117,24,46809,RENT,4.0,DEBTCONSOLIDATION,B,5000,12.18,False,False,4
3118,25,47000,RENT,0.0,MEDICAL,B,5000,12.42,False,False,4
3119,23,47000,RENT,0.0,VENTURE,A,5000,8.9,False,False,2
3120,23,47000,RENT,4.0,EDUCATION,B,5000,9.99,False,False,3
3121,26,47000,RENT,1.0,EDUCATION,A,5000,7.14,False,False,4
3122,26,43200,OWN,1.0,EDUCATION,C,17000,13.49,False,True,2
3123,22,43200,MORTGAGE,1.0,PERSONAL,D,8400,16.77,False,False,4
3124,23,47184,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.25,False,False,2
3125,24,43200,MORTGAGE,4.0,VENTURE,A,6350,7.49,False,False,4
3126,25,43200,MORTGAGE,6.0,EDUCATION,C,3600,14.79,False,True,2
3127,26,42000,RENT,3.0,PERSONAL,C,5000,13.99,True,False,3
3128,21,42000,RENT,2.0,PERSONAL,D,5000,11.12,True,False,4
3129,23,48000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.17,False,False,4
3130,23,42000,RENT,0.0,DEBTCONSOLIDATION,C,5000,11.12,True,True,2
3131,24,43200,MORTGAGE,3.0,HOMEIMPROVEMENT,C,16000,11.12,False,True,2
3132,24,37200,MORTGAGE,2.0,MEDICAL,A,8000,7.88,True,False,4
3133,24,48000,RENT,3.0,EDUCATION,B,5000,11.89,False,False,2
3134,22,48000,RENT,2.0,DEBTCONSOLIDATION,B,5000,11.89,False,False,4
3135,25,48000,RENT,3.0,PERSONAL,A,5000,9.63,False,False,3
3136,22,48048,RENT,2.0,MEDICAL,B,5000,11.36,False,False,4
3137,24,48200,RENT,3.0,MEDICAL,B,5000,10.38,False,False,2
3138,24,43200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.26,False,True,4
3139,26,48996,RENT,5.0,EDUCATION,A,5000,7.88,False,False,3
3140,24,48996,RENT,5.0,MEDICAL,C,5000,13.79,False,True,4
3141,23,43236,OWN,1.0,VENTURE,C,18000,12.87,False,False,2
3142,24,49000,RENT,4.0,MEDICAL,B,5000,10.65,False,False,3
3143,24,43300,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000,10.62,False,False,2
3144,24,44000,RENT,2.0,EDUCATION,C,5000,15.23,True,False,2
3145,24,50000,RENT,1.0,HOMEIMPROVEMENT,A,5000,7.49,False,False,2
3146,25,43500,MORTGAGE,2.0,HOMEIMPROVEMENT,A,9000,9.63,False,False,4
3147,23,43600,MORTGAGE,4.0,EDUCATION,A,7000,7.49,False,False,4
3148,23,49029,RENT,1.0,MEDICAL,A,9000,11.12,True,False,2
3149,23,57000,RENT,1.0,PERSONAL,A,9000,7.14,False,False,2
3150,26,57240,RENT,3.0,VENTURE,A,9000,7.51,False,False,3
3151,23,57500,RENT,2.0,MEDICAL,B,9000,10.37,False,False,3
3152,25,43800,MORTGAGE,0.0,EDUCATION,B,13000,10.38,False,False,4
3153,25,57996,RENT,4.0,DEBTCONSOLIDATION,B,9000,11.83,False,False,4
3154,24,58800,RENT,4.0,EDUCATION,A,9000,11.12,False,False,2
3155,23,60000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,False,False,3
3156,26,60000,RENT,0.0,VENTURE,B,9000,10.59,False,False,3
3157,26,60000,RENT,4.0,EDUCATION,C,9000,12.68,False,False,4
